acc_train=0.0003149932964597732,acc_loss=2.634768486022949,val_acc=0.00045896739973445714,val_loss=9.702135801315308
acc_train=0.01593095133019285,acc_loss=1.631742000579834,val_acc=0.017548720839925765,val_loss=1.6000896207988262
acc_train=0.014178365884424789,acc_loss=1.611936092376709,val_acc=0.005163687091081592,val_loss=1.6018548756837845
acc_train=0.009775667791954948,acc_loss=1.6901028156280518,val_acc=0.0172848593325415,val_loss=1.6052905842661858
acc_train=0.019711383881456605,acc_loss=1.5739390850067139,val_acc=0.01769111224243107,val_loss=1.582467708736658
acc_train=0.018641028212962693,acc_loss=1.7350199222564697,val_acc=0.01307585604197721,val_loss=1.5945380739867687
acc_train=0.015550100622763059,acc_loss=1.5266597270965576,val_acc=0.005768293262196373,val_loss=1.6080770380795002
acc_train=0.008471721755575506,acc_loss=1.542431354522705,val_acc=0.016714291368229436,val_loss=1.5982320569455624
acc_train=0.021366866222535308,acc_loss=1.6366689205169678,val_acc=0.01750126630049324,val_loss=1.5984243266284466
acc_train=0.011241224244374624,acc_loss=1.729994535446167,val_acc=0.01721240255247548,val_loss=1.599994383752346
acc_train=0.015913361396857548,acc_loss=1.4737855195999146,val_acc=0.017385544569412395,val_loss=1.6038195304572582
acc_train=0.02152485878020359,acc_loss=1.5574084520339966,val_acc=0.016925356636876436,val_loss=1.5982959866523743
acc_train=0.02192553258846701,acc_loss=1.441110610961914,val_acc=0.016619249769881207,val_loss=1.6099381521344185
acc_train=0.02171865775605938,acc_loss=1.4899718761444092,val_acc=0.01424636875445418,val_loss=1.595974300056696
acc_train=0.01537008991108905,acc_loss=1.5758512020111084,val_acc=0.008529798160515557,val_loss=1.6171613670885563
acc_train=0.007495753446252345,acc_loss=1.6440125703811646,val_acc=0.007368264109355876,val_loss=1.612924475222826
acc_train=0.006580793624066902,acc_loss=1.5920586585998535,val_acc=0.017274060124344046,val_loss=1.5853026807308197
acc_train=0.015711044216591197,acc_loss=1.626280426979065,val_acc=0.016558282347186502,val_loss=1.591754075139761
acc_train=0.020841151923301823,acc_loss=1.5153875350952148,val_acc=0.017524310203784883,val_loss=1.5820039212703705
acc_train=0.017655817934014707,acc_loss=1.5376827716827393,val_acc=0.01034450779631414,val_loss=1.6011251471936703
acc_train=0.007513156431108416,acc_loss=1.573601245880127,val_acc=0.018092190726881854,val_loss=1.5922721438109875
acc_train=0.019067484477594005,acc_loss=1.5901741981506348,val_acc=0.017685336556692122,val_loss=1.5840472169220448
acc_train=0.018846791622008936,acc_loss=1.5252026319503784,val_acc=0.010432133111238247,val_loss=1.5881718695163727
acc_train=0.004093760486718187,acc_loss=1.734267234802246,val_acc=0.017496231316562333,val_loss=1.5902486182749271
acc_train=0.009694355393286721,acc_loss=1.666399598121643,val_acc=0.0035124840580995327,val_loss=1.627508569508791
acc_train=0.0020801251882221197,acc_loss=1.689382553100586,val_acc=0.005820049185727589,val_loss=1.6121555306017399
acc_train=0.009643673863013843,acc_loss=1.57711923122406,val_acc=0.008571830465918116,val_loss=1.595512680709362
acc_train=0.02233008927205841,acc_loss=1.6131218671798706,val_acc=0.012491802164452448,val_loss=1.581704918295145
acc_train=0.015298115979437707,acc_loss=1.7504992485046387,val_acc=0.01699384941107187,val_loss=1.6077684797346592
acc_train=0.016129845369552236,acc_loss=1.7080168724060059,val_acc=0.005941053471137157,val_loss=1.5908938832581043
acc_train=0.010186272297962009,acc_loss=1.516739845275879,val_acc=0.002214303047825348,val_loss=1.6532874517142773
acc_train=0.0016460819300397756,acc_loss=1.5962953567504883,val_acc=0.017307627589230712,val_loss=1.5848171710968018
acc_train=0.01384344210739104,acc_loss=1.681634545326233,val_acc=0.005597074788565993,val_loss=1.613386895507574
acc_train=0.011370041316607203,acc_loss=1.6408464908599854,val_acc=0.015157016348865389,val_loss=1.5958642214536667
acc_train=0.012266922980256029,acc_loss=1.6244516372680664,val_acc=0.007949404347752206,val_loss=1.680942852050066
acc_train=0.002495666486076074,acc_loss=1.7104650735855103,val_acc=0.017590761722982302,val_loss=1.6116525530815125
acc_train=0.016022539562540534,acc_loss=1.671819806098938,val_acc=0.00837968289307577,val_loss=1.593952164053917
acc_train=0.006226537339096718,acc_loss=1.6928436756134033,val_acc=0.011466896964982681,val_loss=1.6037133522331715
acc_train=0.019633726597245438,acc_loss=1.5560016632080078,val_acc=0.012988813642555884,val_loss=1.5845120698213577
acc_train=0.014301556551243889,acc_loss=1.5480458736419678,val_acc=0.009745252895879537,val_loss=1.592405654489994
acc_train=0.010626516431889282,acc_loss=1.5988128185272217,val_acc=0.007755266858408596,val_loss=1.5981886312365532
acc_train=0.010261902576849554,acc_loss=1.5471463203430176,val_acc=0.017357170254836622,val_loss=1.5893607027828693
acc_train=0.02000473991499858,acc_loss=1.5119125843048096,val_acc=0.0174657917083562,val_loss=1.5976860783994198
acc_train=0.016860996883120358,acc_loss=1.5694892406463623,val_acc=0.00967002937142656,val_loss=1.5856430754065514
acc_train=0.016085328195685072,acc_loss=1.5647640228271484,val_acc=0.016496436923224757,val_loss=1.582735888659954
acc_train=0.019771303491760765,acc_loss=1.611430287361145,val_acc=0.015216597414693205,val_loss=1.5794775635004044
acc_train=0.01481336578722587,acc_loss=1.6283400058746338,val_acc=0.008076859972212663,val_loss=1.6033405773341656
acc_train=0.009617203176946271,acc_loss=1.5984584093093872,val_acc=0.008296188620127102,val_loss=1.5890824720263481
acc_train=0.007608509169963553,acc_loss=1.6202738285064697,val_acc=0.006267631301391807,val_loss=1.607678271830082
acc_train=0.006776783421568788,acc_loss=1.5513697862625122,val_acc=0.004672883955041855,val_loss=1.62124640122056
acc_train=0.009869437825064066,acc_loss=1.5682885646820068,val_acc=0.01557848855115648,val_loss=1.5945347547531128
acc_train=0.013375554333169446,acc_loss=1.5808045864105225,val_acc=0.009982836310609824,val_loss=1.599385667592287
acc_train=0.01499139322250739,acc_loss=1.5106929540634155,val_acc=0.011520681510970614,val_loss=1.5985791347920895
acc_train=0.01011512266980744,acc_loss=1.5587880611419678,val_acc=0.010213866034801978,val_loss=1.5915359631180763
acc_train=0.010016067555030235,acc_loss=1.6505659818649292,val_acc=0.003608096357304447,val_loss=1.6324898898601532
acc_train=0.007002794268610179,acc_loss=1.5355794429779053,val_acc=0.01710270558794539,val_loss=1.591882023960352
acc_train=0.014158267036239394,acc_loss=1.6247180700302124,val_acc=0.01559182530621308,val_loss=1.5948437601327896
acc_train=0.010549350500269221,acc_loss=1.7430942058563232,val_acc=0.010698100833802838,val_loss=1.611225612461567
acc_train=0.012095189587427259,acc_loss=1.5866129398345947,val_acc=0.012989872071037557,val_loss=1.6007989048957825
acc_train=0.015044389352798008,acc_loss=1.6055030822753906,val_acc=0.010455551076123781,val_loss=1.5926668010652065
acc_train=0.008751629519940261,acc_loss=1.6107829809188843,val_acc=0.01171930002036363,val_loss=1.584078673273325
acc_train=0.013502713654885614,acc_loss=1.5682919025421143,val_acc=0.01772298909356587,val_loss=1.5852131731808186
acc_train=0.021194042230318497,acc_loss=1.4339152574539185,val_acc=0.009134201907518364,val_loss=1.6116841174662113
acc_train=0.01082218328367018,acc_loss=1.699570655822754,val_acc=0.016722753377079902,val_loss=1.6045619994401932
acc_train=0.017896937891863574,acc_loss=1.5488861799240112,val_acc=0.014685963462111266,val_loss=1.5764083229005337
acc_train=0.020047275390524668,acc_loss=1.5209215879440308,val_acc=0.015712685323876117,val_loss=1.5815813541412354
acc_train=0.015743237994570138,acc_loss=1.515070915222168,val_acc=0.015363159693395155,val_loss=1.5909307077527046
acc_train=0.012734843755661897,acc_loss=1.6543430089950562,val_acc=0.007201260364585144,val_loss=1.592460360378027
acc_train=0.007531931010290318,acc_loss=1.5241928100585938,val_acc=0.0013406401416371444,val_loss=1.655572958290577
acc_train=0.0026444306290506637,acc_loss=1.6177042722702026,val_acc=0.01717627033685456,val_loss=1.5991456657648087
acc_train=0.017728370606356493,acc_loss=1.658586859703064,val_acc=0.013938270320472925,val_loss=1.587343268096447
acc_train=0.01223288743239654,acc_loss=1.6014339923858643,val_acc=0.010117942782769606,val_loss=1.593320656567812
acc_train=0.012196374893721214,acc_loss=1.713211178779602,val_acc=0.016580840179696944,val_loss=1.596083965152502
acc_train=0.016183418882718438,acc_loss=1.6225590705871582,val_acc=0.015898400518687232,val_loss=1.5879100374877453
acc_train=0.01583208493987246,acc_loss=1.6874011754989624,val_acc=0.008813501053293853,val_loss=1.5937766544520855
acc_train=0.011358518969153717,acc_loss=1.6089593172073364,val_acc=0.002337812868629009,val_loss=1.6473661698400974
acc_train=0.003554445122571458,acc_loss=1.6102365255355835,val_acc=0.010762878071678932,val_loss=1.5898643732070923
acc_train=0.013214813192521139,acc_loss=1.5861860513687134,val_acc=0.012364539861180416,val_loss=1.5857207849621773
acc_train=0.014258157067735113,acc_loss=1.4978896379470825,val_acc=0.002158565825350302,val_loss=1.6418554186820984
acc_train=0.0028856649046505897,acc_loss=1.6554293632507324,val_acc=0.012709482805278765,val_loss=1.5902760364115238
acc_train=0.00922066226829189,acc_loss=1.6384245157241821,val_acc=0.009318495756675258,val_loss=1.5997146852314472
acc_train=0.010294955615847541,acc_loss=1.527551293373108,val_acc=0.013013041448214135,val_loss=1.5805269591510296
acc_train=0.02517454483885104,acc_loss=1.433570146560669,val_acc=0.015430028835227767,val_loss=1.5828677378594875
acc_train=0.017806354478341994,acc_loss=1.6560016870498657,val_acc=0.00832270318631689,val_loss=1.6042880676686764
acc_train=0.013924502239825394,acc_loss=1.6492044925689697,val_acc=0.016608157814509177,val_loss=1.6047487370669842
acc_train=0.016032659275665117,acc_loss=1.659339189529419,val_acc=0.017091893335908902,val_loss=1.5957015492022038
acc_train=0.015379019403800783,acc_loss=1.593457818031311,val_acc=0.006401243073108601,val_loss=1.597616732120514
acc_train=0.012459221559206613,acc_loss=1.6121582984924316,val_acc=0.015309968125358349,val_loss=1.610555499792099
acc_train=0.014470499349306686,acc_loss=1.660261631011963,val_acc=0.0095576475861022,val_loss=1.5878701135516167
acc_train=0.014464361153543949,acc_loss=1.488478183746338,val_acc=0.01406729498595648,val_loss=1.5821654312312603
acc_train=0.021106967291279897,acc_loss=1.458688735961914,val_acc=0.015562741530569895,val_loss=1.5780930072069168
acc_train=0.017180278140818874,acc_loss=1.5779242515563965,val_acc=0.01662975108157077,val_loss=1.585267286747694
acc_train=0.014240678828800356,acc_loss=1.6196571588516235,val_acc=0.012462313270041513,val_loss=1.590939525514841
acc_train=0.0079871699652253,acc_loss=1.679338812828064,val_acc=0.001674208871556412,val_loss=1.6710233762860298
acc_train=0.003416789347533535,acc_loss=1.6048243045806885,val_acc=0.017771315095654612,val_loss=1.5898634903132915
acc_train=0.019083395240486994,acc_loss=1.5011833906173706,val_acc=0.010479088566738775,val_loss=1.5893941223621368
acc_train=0.014546361517897479,acc_loss=1.640633225440979,val_acc=0.0045110024994794405,val_loss=1.6309843361377716
acc_train=0.010089876562241567,acc_loss=1.6045094728469849,val_acc=0.014557270265814097,val_loss=1.6204663775861263
acc_train=0.013531251730730762,acc_loss=1.619898796081543,val_acc=0.01681711798771577,val_loss=1.586654681712389
acc_train=0.018563642150667147,acc_loss=1.5884838104248047,val_acc=0.011480807691522897,val_loss=1.593701396137476
acc_train=0.012157970094599435,acc_loss=1.637379765510559,val_acc=0.016437678374199075,val_loss=1.588548693805933
acc_train=0.01202244739149947,acc_loss=1.6039083003997803,val_acc=0.004070726618125171,val_loss=1.6271614581346512
acc_train=0.010762232068469288,acc_loss=1.5595693588256836,val_acc=0.013008987867337637,val_loss=1.5880812890827656
acc_train=0.01423839869667732,acc_loss=1.7063785791397095,val_acc=0.01433421572909422,val_loss=1.5873129107058048
acc_train=0.01421530571435293,acc_loss=1.5959889888763428,val_acc=0.013208771073514345,val_loss=1.5754289776086807
acc_train=0.016638765577014228,acc_loss=1.5595964193344116,val_acc=0.011900599613327616,val_loss=1.57779036834836
acc_train=0.01119709252400109,acc_loss=1.781150460243225,val_acc=0.004126593867890776,val_loss=1.6575149483978748
acc_train=0.008442777838531286,acc_loss=1.6929588317871094,val_acc=0.014009582435320564,val_loss=1.6113258674740791
acc_train=0.014218874282034047,acc_loss=1.6005988121032715,val_acc=0.008536265639924165,val_loss=1.601471483707428
acc_train=0.012828612080173373,acc_loss=1.5953823328018188,val_acc=0.00822738305978828,val_loss=1.591463852673769
acc_train=0.0017216126662980855,acc_loss=1.6022104024887085,val_acc=0.0076423332271108755,val_loss=1.5991565994918346
acc_train=0.010238374738701088,acc_loss=1.5580685138702393,val_acc=0.0007619635073652368,val_loss=1.7576808668673038
acc_train=0.0028453316361074944,acc_loss=1.6190619468688965,val_acc=0.01495385007974883,val_loss=1.6095058135688305
acc_train=0.01077590116152646,acc_loss=1.6110471487045288,val_acc=0.012344039531710028,val_loss=1.6009454317390919
acc_train=0.009338335016256631,acc_loss=1.6163221597671509,val_acc=0.009037193175875733,val_loss=1.6094833128154278
acc_train=0.014891486872875793,acc_loss=1.4730814695358276,val_acc=0.012070668109198553,val_loss=1.593889344483614
acc_train=0.010647947702538362,acc_loss=1.5979256629943848,val_acc=0.01739705268593973,val_loss=1.582345824688673
acc_train=0.02172604386053268,acc_loss=1.5556395053863525,val_acc=0.017551285061120678,val_loss=1.5776300318539143
acc_train=0.0149951171947736,acc_loss=1.6587527990341187,val_acc=0.006112906164085099,val_loss=1.6093135848641396
acc_train=0.004104518961114773,acc_loss=1.5733680725097656,val_acc=0.017397392972949458,val_loss=1.5810896046459675
acc_train=0.01848248587867699,acc_loss=1.555656909942627,val_acc=0.015084415511668168,val_loss=1.5728884674608707
acc_train=0.01816233419460273,acc_loss=1.5665349960327148,val_acc=0.013347007883402158,val_loss=1.5772742629051208
acc_train=0.01074078573774844,acc_loss=1.7765012979507446,val_acc=0.015617806019444489,val_loss=1.5879077687859535
acc_train=0.02084721975437408,acc_loss=1.5338510274887085,val_acc=0.01623243713447349,val_loss=1.5812968090176582
acc_train=0.018240193507762795,acc_loss=1.5166493654251099,val_acc=0.01086682326842114,val_loss=1.5851304680109024
acc_train=0.011802293292274757,acc_loss=1.6262471675872803,val_acc=0.003444477466517536,val_loss=1.6177130825817585
acc_train=0.00682084944049,acc_loss=1.6685296297073364,val_acc=0.01639561388498132,val_loss=1.5943752191960812
acc_train=0.0177487964598762,acc_loss=1.5485934019088745,val_acc=0.006310713221567766,val_loss=1.598161730915308
acc_train=0.006032634396349897,acc_loss=1.6645803451538086,val_acc=0.014088089856158857,val_loss=1.5786199383437634
acc_train=0.019362257159341024,acc_loss=1.5165036916732788,val_acc=0.017076008561962404,val_loss=1.5782482363283634
acc_train=0.01994393659905138,acc_loss=1.5122871398925781,val_acc=0.01688146640365884,val_loss=1.5829965323209763
acc_train=0.016043695576192372,acc_loss=1.682891845703125,val_acc=0.017161151136450815,val_loss=1.5838201642036438
acc_train=0.020883180322995958,acc_loss=1.4494456052780151,val_acc=0.009705385329946322,val_loss=1.5951452627778053
acc_train=0.01565055978807107,acc_loss=1.6623340845108032,val_acc=0.017484810506476912,val_loss=1.5944493673741817
acc_train=0.011900644942950843,acc_loss=1.6848253011703491,val_acc=0.012669986749657481,val_loss=1.5864008888602257
acc_train=0.014459640595254111,acc_loss=1.6087591648101807,val_acc=0.012420060755224567,val_loss=1.5944819636642933
acc_train=0.016699376368367373,acc_loss=1.5009863376617432,val_acc=0.01754260562065288,val_loss=1.5724087171256542
acc_train=0.01571093444735966,acc_loss=1.5602118968963623,val_acc=0.01247554620713411,val_loss=1.5842109844088554
acc_train=0.015152485277691212,acc_loss=1.6283137798309326,val_acc=0.0174823119090075,val_loss=1.5797036588191986
acc_train=0.013514569184147406,acc_loss=1.736274003982544,val_acc=0.0031956805113444913,val_loss=1.6386179774999619
acc_train=0.005670056633108041,acc_loss=1.5992118120193481,val_acc=0.013934821502774938,val_loss=1.5901096165180206
acc_train=0.011555013925354993,acc_loss=1.5898185968399048,val_acc=0.0010257187531628616,val_loss=1.6974307000637054
acc_train=0.0001016787088956133,acc_loss=1.743276834487915,val_acc=0.017241048892660565,val_loss=1.6124065667390823
acc_train=0.017991300237477963,acc_loss=1.538120150566101,val_acc=0.016839606795759892,val_loss=1.5867717936635017
acc_train=0.014036083105584836,acc_loss=1.8288220167160034,val_acc=0.016545038259137414,val_loss=1.6104026064276695
acc_train=0.01736285399921207,acc_loss=1.611008882522583,val_acc=0.004260630666135381,val_loss=1.6294498592615128
acc_train=0.004099066823606618,acc_loss=1.6036239862442017,val_acc=0.016760300964019113,val_loss=1.5878871195018291
acc_train=0.013939808014540707,acc_loss=1.5961432456970215,val_acc=0.006301296651354406,val_loss=1.6001179702579975
acc_train=0.015125370598073836,acc_loss=1.5730005502700806,val_acc=0.008623410925803624,val_loss=1.5957333780825138
acc_train=0.005622011134209903,acc_loss=1.6728739738464355,val_acc=0.015269023665695037,val_loss=1.5816629342734814
acc_train=0.008168377297876414,acc_loss=1.582450270652771,val_acc=0.01780103617218955,val_loss=1.5777934603393078
acc_train=0.016828122725220794,acc_loss=1.6809663772583008,val_acc=0.009016456553832132,val_loss=1.6013812944293022
acc_train=0.01631306468300826,acc_loss=1.6060073375701904,val_acc=0.003360238933671178,val_loss=1.6325161941349506
acc_train=0.0043018601126138725,acc_loss=1.6076265573501587,val_acc=0.017711795568721246,val_loss=1.5851374715566635
acc_train=0.011898751838620821,acc_loss=1.765343189239502,val_acc=0.015333761450379034,val_loss=1.5926958844065666
acc_train=0.02442714499083513,acc_loss=1.494681477546692,val_acc=0.015576432430148016,val_loss=1.5858418643474579
acc_train=0.013650633531645957,acc_loss=1.5327624082565308,val_acc=0.008750724238813252,val_loss=1.6912399008870125
acc_train=0.01215843272154351,acc_loss=1.7290290594100952,val_acc=0.015589240417488963,val_loss=1.5997327864170074
acc_train=0.010434162920090676,acc_loss=1.6467149257659912,val_acc=0.005857695611187374,val_loss=1.6188498511910439
acc_train=0.012770482754799002,acc_loss=1.5383024215698242,val_acc=0.010816937413166723,val_loss=1.5892095118761063
acc_train=0.018315453386854672,acc_loss=1.5037157535552979,val_acc=0.016393530646290205,val_loss=1.584068227559328
acc_train=0.013073484922733155,acc_loss=1.6305397748947144,val_acc=0.007786124123353459,val_loss=1.6150624714791775
acc_train=0.008975931693315523,acc_loss=1.5295644998550415,val_acc=0.01487820759482453,val_loss=1.5958175025880337
acc_train=0.01320378534802024,acc_loss=1.5894325971603394,val_acc=0.017458272801375047,val_loss=1.5872777588665485
acc_train=0.013282642142712358,acc_loss=1.6914478540420532,val_acc=0.008908496900930651,val_loss=1.5997064337134361
acc_train=0.0046890295563761725,acc_loss=1.6979552507400513,val_acc=0.01245947148183123,val_loss=1.592270389199257
acc_train=0.012807537417061792,acc_loss=1.6304266452789307,val_acc=0.016699427980587215,val_loss=1.592905804514885
acc_train=0.017525631597076888,acc_loss=1.584571123123169,val_acc=0.013029791037450087,val_loss=1.586086679250002
acc_train=0.0132251043326216,acc_loss=1.6051380634307861,val_acc=0.010483086579512723,val_loss=1.5932313911616802
acc_train=0.011999990460108946,acc_loss=1.5270832777023315,val_acc=0.00838052456415263,val_loss=1.58748185262084
acc_train=0.012591552329820375,acc_loss=1.5982004404067993,val_acc=0.016484810479357192,val_loss=1.582611557096243
acc_train=0.021191569993773703,acc_loss=1.4674558639526367,val_acc=0.015675546843447116,val_loss=1.592224769294262
acc_train=0.010343990743335042,acc_loss=1.7327994108200073,val_acc=0.011900471204235295,val_loss=1.5910540111362934
acc_train=0.015730279153571117,acc_loss=1.467911958694458,val_acc=0.008662980272034333,val_loss=1.6066437251865864
acc_train=0.01463737914225398,acc_loss=1.621152400970459,val_acc=0.017574596103232802,val_loss=1.584590919315815
acc_train=0.009087034558029422,acc_loss=1.663720965385437,val_acc=0.007326207695292437,val_loss=1.6154030188918114
acc_train=0.00938232617766854,acc_loss=1.5542715787887573,val_acc=0.017888555391960312,val_loss=1.5847793482244015
acc_train=0.018642377279137222,acc_loss=1.5234509706497192,val_acc=0.01538610822993745,val_loss=1.6017836704850197
acc_train=0.0185771773139447,acc_loss=1.7083109617233276,val_acc=0.01744302086975589,val_loss=1.585198786109686
acc_train=0.013151568151548247,acc_loss=1.6999810934066772,val_acc=0.007821273464721208,val_loss=1.5970752499997616
acc_train=0.012922318981046024,acc_loss=1.5443639755249023,val_acc=0.00844348418291005,val_loss=1.5978585481643677
acc_train=0.005685033306614896,acc_loss=1.5591851472854614,val_acc=0.00893132183580288,val_loss=1.5863167978823185
acc_train=0.009799494587876677,acc_loss=1.5480341911315918,val_acc=0.009562635211854818,val_loss=1.654155693948269
acc_train=0.013962052510425794,acc_loss=1.6777057647705078,val_acc=0.013513220546162375,val_loss=1.6619166396558285
acc_train=0.016000829642404527,acc_loss=1.5357080698013306,val_acc=0.013737460682441227,val_loss=1.6224106028676033
acc_train=0.010998688596517193,acc_loss=1.6537328958511353,val_acc=0.017525033378735455,val_loss=1.583679411560297
acc_train=0.015797648316766638,acc_loss=1.5428351163864136,val_acc=0.011742104283258344,val_loss=1.5877404175698757
acc_train=0.015357885944081098,acc_loss=1.5724560022354126,val_acc=0.01137055373012346,val_loss=1.59841163828969
acc_train=0.013691519882223814,acc_loss=1.6304137706756592,val_acc=0.013113429916922199,val_loss=1.5969993472099304
acc_train=0.011473467067062877,acc_loss=1.7141088247299194,val_acc=0.01732969843356072,val_loss=1.5927412025630474
acc_train=0.012441009524097326,acc_loss=1.7091461420059204,val_acc=0.013129074855490372,val_loss=1.5867983885109425
acc_train=0.015667441379494666,acc_loss=1.541120171546936,val_acc=0.012464567172387784,val_loss=1.5831934362649918
acc_train=0.008129297200027072,acc_loss=1.6974207162857056,val_acc=0.008122279963030664,val_loss=1.592350322753191
acc_train=0.0068561856020331905,acc_loss=1.6068226099014282,val_acc=0.00784527169808885,val_loss=1.5926426388323307
acc_train=0.010633443804253784,acc_loss=1.7293778657913208,val_acc=0.014280946389187112,val_loss=1.5915929228067398
acc_train=0.018593614319865212,acc_loss=1.5841540098190308,val_acc=0.009093304653331533,val_loss=1.5948959738016129
acc_train=0.01401848574387172,acc_loss=1.4967162609100342,val_acc=0.011172802147096471,val_loss=1.5852410532534122
acc_train=0.006143919732403329,acc_loss=1.5143073797225952,val_acc=0.011564495040521632,val_loss=1.5877331867814064
acc_train=0.014246549434950942,acc_loss=1.5178680419921875,val_acc=0.014291355185246662,val_loss=1.5895233564078808
acc_train=0.01342381745659827,acc_loss=1.6288009881973267,val_acc=0.015551918985430431,val_loss=1.5893219597637653
acc_train=0.020899775403216633,acc_loss=1.537760615348816,val_acc=0.017586719899772778,val_loss=1.5814496502280235
acc_train=0.021217312790118886,acc_loss=1.5227906703948975,val_acc=0.016863415703965323,val_loss=1.5888441056013107
acc_train=0.02072954370092926,acc_loss=1.4829574823379517,val_acc=0.01514897676462757,val_loss=1.6060213074088097
acc_train=0.01318745425714884,acc_loss=1.658131718635559,val_acc=0.011419430394104032,val_loss=1.5893493965268135
acc_train=0.01564868751546848,acc_loss=1.4672783613204956,val_acc=0.0042073709210983246,val_loss=1.6269985027611256
acc_train=0.00278730535044231,acc_loss=1.627005696296692,val_acc=0.00948261163549687,val_loss=1.603184811770916
acc_train=0.009471007162476928,acc_loss=1.5986427068710327,val_acc=0.009203037011315212,val_loss=1.5922317318618298
acc_train=0.010680303030303031,acc_loss=1.5637438297271729,val_acc=0.017450970235018577,val_loss=1.5808504112064838
acc_train=0.017591171278304413,acc_loss=1.6326569318771362,val_acc=0.007849788588038345,val_loss=1.6093277223408222
acc_train=0.006045566646473807,acc_loss=1.7046005725860596,val_acc=0.01363047137910166,val_loss=1.6468696258962154
acc_train=0.01423430027906396,acc_loss=1.681052327156067,val_acc=0.013897557717582349,val_loss=1.6196767538785934
acc_train=0.010169672297872008,acc_loss=1.761333703994751,val_acc=0.017475955856562336,val_loss=1.595245622098446
acc_train=0.022411113267706145,acc_loss=1.5677605867385864,val_acc=0.011000431518978601,val_loss=1.5861016884446144
acc_train=0.01081155272199031,acc_loss=1.6250420808792114,val_acc=0.010534923716414171,val_loss=1.5853618457913399
acc_train=0.012232598465753653,acc_loss=1.505257487297058,val_acc=0.01601472643243547,val_loss=1.5853474736213684
acc_train=0.014783307855823732,acc_loss=1.5600883960723877,val_acc=0.013413880309997774,val_loss=1.5867453217506409
acc_train=0.01432357791365412,acc_loss=1.575392246246338,val_acc=0.014854181637928343,val_loss=1.5921795964241028
acc_train=0.015338116380059476,acc_loss=1.4435174465179443,val_acc=0.017098585369394587,val_loss=1.5929603725671768
acc_train=0.015437163033761704,acc_loss=1.5887973308563232,val_acc=0.017704925010069494,val_loss=1.5802152715623379
acc_train=0.018134646952932144,acc_loss=1.5521886348724365,val_acc=0.013782969359657905,val_loss=1.5837850011885166
acc_train=0.012990283518204316,acc_loss=1.549725890159607,val_acc=0.004788068399314236,val_loss=1.599621720612049
acc_train=0.002741574284005397,acc_loss=1.6782093048095703,val_acc=0.00529247502525914,val_loss=1.6201179847121239
acc_train=0.009793447293447295,acc_loss=1.4406485557556152,val_acc=0.016854164313298906,val_loss=1.5753254145383835
acc_train=0.017318481991549103,acc_loss=1.5920625925064087,val_acc=0.00817494247706905,val_loss=1.5942780263721943
acc_train=0.011104396732862537,acc_loss=1.688321828842163,val_acc=0.005450150500613035,val_loss=1.6105239652097225
acc_train=0.011349618080360314,acc_loss=1.4978396892547607,val_acc=0.015381651335717872,val_loss=1.595383696258068
acc_train=0.020719413823040503,acc_loss=1.5163923501968384,val_acc=0.013952170309883317,val_loss=1.5816381238400936
acc_train=0.0197073312615475,acc_loss=1.6161969900131226,val_acc=0.007096138242174506,val_loss=1.607396885752678
acc_train=0.006861948392192866,acc_loss=1.6693685054779053,val_acc=0.004274544692209423,val_loss=1.6570780575275421
acc_train=0.008594451399692353,acc_loss=1.5803768634796143,val_acc=0.009742606808377848,val_loss=1.6072676256299019
acc_train=0.013191155048792619,acc_loss=1.4947270154953003,val_acc=0.015564745589730474,val_loss=1.590606078505516
acc_train=0.016547817967766817,acc_loss=1.5596950054168701,val_acc=0.008214502141506272,val_loss=1.6100090555846691
acc_train=0.011053497547003261,acc_loss=1.5474547147750854,val_acc=0.017148996563387156,val_loss=1.5848319754004478
acc_train=0.01850228704693111,acc_loss=1.5818699598312378,val_acc=0.01768134486609907,val_loss=1.5794674083590508
acc_train=0.019565690804574327,acc_loss=1.47959303855896,val_acc=0.017490502094500423,val_loss=1.5816014595329762
acc_train=0.019296828357878437,acc_loss=1.546804428100586,val_acc=0.009427705513267132,val_loss=1.6030452772974968
acc_train=0.017965590466400432,acc_loss=1.5220717191696167,val_acc=0.016047152362668952,val_loss=1.5844024010002613
acc_train=0.019251181021665495,acc_loss=1.6393619775772095,val_acc=0.013355764125060232,val_loss=1.591772060841322
acc_train=0.013187714249029397,acc_loss=1.5956389904022217,val_acc=0.004918847267664416,val_loss=1.6361509002745152
acc_train=0.004900664792480061,acc_loss=1.5832757949829102,val_acc=0.017573114070245765,val_loss=1.582823097705841
acc_train=0.015633906484796678,acc_loss=1.5704452991485596,val_acc=0.014053599667389834,val_loss=1.5855297446250916
acc_train=0.01624915769324274,acc_loss=1.6334253549575806,val_acc=0.004297126691101365,val_loss=1.6302258744835854
acc_train=0.0026495257158991544,acc_loss=1.570448637008667,val_acc=0.014560523000023492,val_loss=1.6108798533678055
acc_train=0.012968185634213392,acc_loss=1.598944902420044,val_acc=0.011515825921011637,val_loss=1.5931930169463158
acc_train=0.013161947613165838,acc_loss=1.4737050533294678,val_acc=0.015078729083392391,val_loss=1.5901323780417442
acc_train=0.009936936030979386,acc_loss=1.5722761154174805,val_acc=0.015869842379452895,val_loss=1.5899587571620941
acc_train=0.013141781155127631,acc_loss=1.6566424369812012,val_acc=0.008879405954540433,val_loss=1.5922254733741283
